StudentID,TextLevel-01-SOY,TextLevel-01-MOY,TextLevel-01-EOY,TextLevel-02-SOY,TextLevel-02-MOY,TextLevel-02-EOY,WritingVocab-01-SOY,HRSIW-01-SOY,Counting-01,Counting-02,Place Value-01,Place Value-02,Addition and Subtraction-01,Addition and Subtraction-02,Multiplication and Division-01,Multiplication and Division-02,Year_02,At_Risk_Numeracy
312888393,15,14,23,15,14,23,24,44,2,3,1,2,1,2,2,2,2020,False
175830650,11,10,18,11,10,18,23,31,1,2,1,1,1,2,0,2,2017,True
559365045,24,26,30,24,26,30,50,30,3,3,1,2,3,2,0,0,2016,False
301315768,9,19,21,9,19,21,18,36,2,3,1,2,1,2,2,2,2021,False
928863821,6,8,19,6,8,19,16,32,2,2,0,1,1,0,0,0,2020,True
440970445,5,17,19,5,17,19,18,37,1,4,1,2,0,2,1,2,2020,True
353014674,9,15,24,9,15,24,27,26,2,2,1,2,1,2,2,2,2021,False
671993281,19,28,30,19,28,30,30,31,1,4,2,2,2,2,1,3,2018,False
208902365,7,15,17,7,15,17,13,20,2,2,1,1,0,2,1,2,2021,False
527347379,7,12,18,7,12,18,32,30,1,1,1,1,1,0,1,1,2018,False
940710083,6,14,30,6,14,30,13,27,0,2,1,2,1,4,1,2,2016,False
197044548,14,9,29,14,9,29,27,32,2,2,1,2,2,2,2,3,2020,False
724072967,4,12,18,4,12,18,12,21,2,3,0,2,1,3,2,2,2017,True
826784703,17,20,22,17,20,22,9,38,3,4,1,1,1,3,2,2,2017,False
577813356,16,18,21,16,18,21,32,36,2,2,1,1,2,1,2,2,2020,False
966329529,8,14,19,8,14,19,25,33,2,3,1,1,1,1,0,2,2018,False
710106132,5,12,18,5,12,18,9,34,1,3,0,1,1,1,2,2,2017,False
331079514,14,11,22,14,11,22,17,29,2,6,1,4,1,5,2,4,2021,False
807744479,9,14,23,9,14,23,15,28,1,3,1,1,1,3,1,2,2020,False
565589149,7,13,18,7,13,18,22,18,2,2,1,1,1,2,1,2,2021,True
816528292,4,18,20,4,18,20,27,32,2,2,2,1,2,2,1,2,2016,True
174627707,14,19,22,14,19,22,16,37,4,5,2,2,3,6,2,4,2020,False
476959835,13,10,17,13,10,17,12,31,2,5,1,2,3,5,2,2,2021,True
240866657,13,14,19,13,14,19,8,33,2,2,1,1,1,2,2,2,2017,False
463685455,2,10,15,2,10,15,7,23,0,3,0,4,0,4,1,2,2021,False
682876496,6,10,22,6,10,22,27,26,1,3,0,1,1,1,0,2,2020,False
841800008,31,31,28,31,31,28,40,35,2,2,1,2,1,0,2,2,2017,False
495125799,24,29,29,24,29,29,49,40,3,5,1,3,2,4,2,3,2016,False
913741508,6,10,18,6,10,18,9,30,2,4,1,2,2,2,0,1,2018,False
936736489,4,16,22,4,16,22,19,35,1,2,1,2,1,4,0,1,2017,False
141836760,5,15,21,5,15,21,6,21,2,3,0,2,0,3,0,1,2018,False
726898957,16,16,22,16,16,22,27,31,0,2,1,2,1,2,0,2,2018,False
996615371,12,16,22,12,16,22,4,41,2,3,1,1,1,2,2,2,2020,False
564846101,6,10,17,6,10,17,49,27,2,4,1,1,2,4,2,2,2017,False
788501143,12,13,25,12,13,25,21,42,2,1,1,1,0,2,2,2,2020,False
282838272,5,16,21,5,16,21,13,16,1,1,1,1,0,3,0,0,2020,False
649513884,6,6,17,6,6,17,19,30,1,1,1,2,0,1,1,2,2017,True
777174460,11,9,19,11,9,19,21,24,1,2,1,2,0,2,2,2,2017,True
985912385,12,18,27,12,18,27,37,37,1,4,1,2,1,2,2,2,2017,False
641917513,2,6,8,2,6,8,2,2,0,2,0,1,0,1,0,1,2021,True
505483337,12,13,20,12,13,20,20,31,2,2,1,2,2,2,0,0,2018,False
825257784,1,17,11,1,17,11,9,18,3,2,1,2,1,2,2,2,2017,False
422115773,9,12,20,9,12,20,16,29,1,3,1,2,2,3,2,2,2021,True
710380116,7,16,19,7,16,19,15,13,1,2,1,1,1,3,2,2,2020,False
359728724,19,18,24,19,18,24,50,39,3,4,2,2,2,4,2,2,2016,False
861417376,27,30,30,27,30,30,58,39,4,4,2,2,4,5,2,2,2017,False
303305588,13,14,21,13,14,21,28,34,1,4,1,4,3,4,2,2,2016,False
338707451,14,17,24,14,17,24,26,27,2,4,1,2,2,4,2,2,2018,False
439216688,8,14,17,8,14,17,30,43,2,3,1,2,2,2,1,2,2021,False
902980741,27,30,29,27,30,29,42,42,4,6,2,2,2,5,0,2,2020,False
270846852,11,12,16,11,12,16,14,35,2,2,1,1,0,2,1,1,2017,True
578196194,16,20,28,16,20,28,10,11,1,3,1,2,0,2,1,2,2018,False
180489879,3,18,20,3,18,20,21,30,3,4,2,2,2,2,2,2,2018,False
974202377,4,9,20,4,9,20,7,34,0,3,1,2,0,2,0,2,2018,True
499030984,5,11,11,5,11,11,11,25,0,1,0,1,0,0,0,0,2020,True
260930217,4,6,10,4,6,10,8,9,1,3,1,2,2,3,2,2,2018,False
655322610,3,16,20,3,16,20,12,26,2,1,1,1,0,2,1,2,2017,False
619907866,8,16,17,8,16,17,6,26,2,4,1,1,2,2,2,1,2018,False
173234309,23,31,27,23,31,27,59,36,2,5,1,2,2,2,2,1,2018,False
126234868,5,11,22,5,11,22,17,28,2,4,1,2,1,3,1,2,2017,False
413061256,18,19,25,18,19,25,24,33,2,3,1,2,0,4,1,2,2018,False
775333376,21,23,23,21,23,23,14,37,2,1,1,1,0,0,1,0,2017,True
741167000,0,4,18,0,4,18,11,19,2,2,2,1,0,1,2,2,2018,False
218366127,6,12,24,6,12,24,20,41,1,3,1,1,0,0,1,1,2018,False
815414365,2,13,18,2,13,18,5,5,2,3,1,2,0,3,0,2,2017,True
705098213,8,14,17,8,14,17,14,17,1,2,1,1,0,2,2,2,2018,True
308132363,6,15,18,6,15,18,10,4,0,1,0,1,1,1,0,1,2020,True
467815258,10,19,24,10,19,24,34,41,3,3,1,3,2,3,2,2,2018,False
182855975,12,16,24,12,16,24,21,42,1,2,1,1,1,2,2,2,2020,True
337206192,10,15,23,10,15,23,26,43,1,2,0,2,2,3,0,2,2020,False
253347759,12,16,22,12,16,22,22,30,2,3,2,2,2,2,2,2,2018,False
179585081,16,21,25,16,21,25,37,32,2,3,1,2,2,2,2,2,2018,True
615750182,18,20,22,18,20,22,35,42,2,2,1,2,2,2,0,4,2021,False
177466226,7,6,15,7,6,15,4,12,0,2,1,1,0,1,0,1,2018,True
430222980,2,19,22,2,19,22,13,27,2,3,1,2,2,2,2,2,2018,False
158363994,14,19,24,14,19,24,74,42,3,4,2,2,4,4,2,2,2021,False
635799656,11,13,17,11,13,17,32,29,2,2,1,1,2,2,2,2,2018,False
295662340,2,11,17,2,11,17,12,20,1,3,0,2,2,4,1,2,2016,False
239663377,24,24,25,24,24,25,95,55,2,2,1,1,2,1,2,2,2020,False
865784466,17,23,22,17,23,22,32,32,3,4,2,2,0,2,2,2,2018,False
619038880,2,13,19,2,13,19,8,19,1,3,0,1,0,1,1,2,2016,True
401841254,9,12,22,9,12,22,25,37,3,4,1,3,1,3,1,2,2018,False
234454397,15,17,23,15,17,23,32,36,4,5,2,2,2,2,1,2,2020,False
218419027,24,27,28,24,27,28,48,37,4,4,2,2,2,5,2,3,2017,False
166096001,12,16,20,12,16,20,21,41,2,3,1,2,3,2,2,2,2021,False
793742304,7,15,20,7,15,20,11,23,2,4,1,2,2,2,1,2,2020,False
884555495,11,17,27,11,17,27,31,31,1,4,1,2,0,2,1,3,2018,False
491179741,10,9,16,10,9,16,13,23,2,1,1,1,1,1,2,2,2018,True
714267019,10,16,26,10,16,26,15,39,0,1,1,2,1,4,0,2,2020,False
852063434,8,15,16,8,15,16,17,26,1,2,1,1,2,3,1,1,2020,True
261219714,7,12,20,7,12,20,21,27,1,1,1,1,1,1,1,2,2017,False
925155474,13,14,18,13,14,18,25,10,3,4,2,2,2,2,2,2,2018,False
530283937,13,17,23,13,17,23,35,37,2,4,1,2,0,1,1,2,2018,False
508379104,21,22,28,21,22,28,38,45,1,3,1,2,1,1,0,2,2020,False
529529708,10,14,19,10,14,19,16,33,0,4,1,2,3,2,2,2,2021,False
502933928,14,13,19,14,13,19,16,34,3,3,1,2,2,2,1,2,2020,False
875497597,3,8,16,3,8,16,18,49,2,2,0,1,0,2,0,2,2021,True
550336649,7,10,19,7,10,19,27,33,1,2,0,1,1,1,1,2,2020,False
227676673,17,27,28,17,27,28,17,51,2,4,1,2,0,3,1,2,2020,True
619924052,9,17,17,9,17,17,29,31,2,3,1,1,2,5,2,2,2020,False
916575549,10,10,19,10,10,19,15,21,2,2,1,2,1,2,2,2,2018,False
560815782,16,21,29,16,21,29,7,38,1,3,2,2,2,0,2,2,2020,False
595745263,3,2,8,3,2,8,2,8,1,1,0,1,0,2,0,2,2021,False
419068995,18,23,27,18,23,27,38,35,3,4,2,2,3,2,1,2,2017,False
710844796,18,22,24,18,22,24,34,53,5,5,2,3,3,5,2,2,2021,False
674975379,5,7,20,5,7,20,9,19,1,2,1,2,1,2,2,2,2017,False
721615977,10,14,17,10,14,17,8,31,1,2,1,1,1,1,2,2,2018,False
667592621,14,19,19,14,19,19,42,42,3,3,2,2,2,4,2,3,2021,False
499990493,8,12,24,8,12,24,13,39,0,3,1,1,0,2,1,2,2021,False
347191200,1,10,16,1,10,16,16,29,1,1,0,1,1,2,1,2,2020,True
282398570,12,18,28,12,18,28,32,29,3,3,1,2,1,2,0,1,2016,False
830039928,11,13,19,11,13,19,20,28,3,5,1,3,0,4,2,3,2021,True
847663049,19,20,25,19,20,25,28,33,3,4,1,3,3,2,2,2,2017,False
751565943,6,12,21,6,12,21,19,15,4,2,2,2,2,3,0,2,2016,False
701443025,12,18,21,12,18,21,3,32,2,4,1,2,0,1,0,2,2018,False
702612581,20,17,28,20,17,28,24,45,3,3,1,2,0,2,2,2,2020,False
263131552,14,20,24,14,20,24,35,29,1,3,1,2,2,3,0,3,2017,True
231974707,13,17,27,13,17,27,48,39,0,5,2,3,1,5,2,2,2017,False
228950354,6,17,24,6,17,24,18,21,2,2,1,1,1,3,2,0,2021,False
383760683,20,29,31,20,29,31,38,35,2,3,1,2,1,2,2,1,2018,False
134432163,11,15,21,11,15,21,32,38,1,3,1,2,1,1,0,0,2017,False
999872331,16,16,23,16,16,23,18,38,2,4,2,1,2,4,1,2,2018,False
958049578,12,15,18,12,15,18,22,28,2,2,1,1,0,2,2,2,2018,True
487789037,8,14,16,8,14,16,8,25,1,1,0,1,0,1,0,0,2020,True
403953300,7,14,18,7,14,18,4,21,2,4,1,2,3,4,2,2,2017,False
936199049,2,9,17,2,9,17,8,19,0,3,1,1,1,1,0,2,2020,True
382980502,3,16,19,3,16,19,15,27,1,2,1,1,1,1,0,0,2017,False
145496828,9,15,17,9,15,17,9,0,2,3,2,1,2,2,1,2,2020,True
877963028,11,13,20,11,13,20,34,27,2,3,1,2,3,2,1,2,2016,False
879290547,10,10,22,10,10,22,16,35,1,2,1,1,2,2,1,2,2020,False
529970626,8,6,13,8,6,13,18,24,2,3,1,1,0,2,0,2,2020,False
502400804,19,20,22,19,20,22,55,38,2,3,2,1,2,2,1,1,2017,False
492573805,2,12,17,2,12,17,15,31,1,2,1,1,1,1,1,1,2020,True
799666851,11,16,26,11,16,26,27,41,3,3,1,1,1,2,1,2,2020,False
471239935,7,11,16,7,11,16,11,29,1,4,1,0,1,2,1,2,2017,False
638667322,7,14,19,7,14,19,28,38,0,3,0,1,0,1,0,0,2016,True
223146020,11,11,16,11,11,16,22,35,2,2,1,2,2,0,2,2,2018,False
650921221,15,18,24,15,18,24,14,30,3,4,2,2,2,3,0,2,2016,False
616770115,13,14,19,13,14,19,18,23,1,2,1,2,0,2,2,2,2018,False
574607845,11,15,23,11,15,23,17,49,2,1,2,2,3,2,2,2,2020,False
108905119,3,18,17,3,18,17,4,28,0,1,1,1,1,1,0,0,2017,False
624789015,12,18,23,12,18,23,29,28,4,4,1,2,2,2,2,2,2020,False
172056159,5,15,21,5,15,21,23,20,2,3,1,2,1,2,0,2,2017,True
436279562,15,17,30,15,17,30,14,37,0,4,1,2,2,3,0,1,2017,False
602424304,9,15,23,9,15,23,8,16,2,3,1,2,0,3,2,2,2018,False
149316785,15,18,24,15,18,24,14,23,2,2,1,1,1,1,0,2,2018,True
760816771,3,0,7,3,0,7,3,4,0,2,1,1,0,1,1,1,2018,True
322366884,11,11,24,11,11,24,23,43,2,2,1,2,2,2,2,2,2020,True
856199467,8,11,18,8,11,18,18,17,1,2,1,2,2,2,1,2,2017,False
323885520,9,10,17,9,10,17,2,24,1,2,0,1,1,2,0,1,2017,True
432070895,6,11,18,6,11,18,27,24,2,5,1,2,2,4,2,4,2018,False
451611599,25,27,29,25,27,29,62,37,3,4,1,2,1,4,2,4,2017,False
463490555,8,17,25,8,17,25,42,46,2,2,2,1,2,2,1,2,2021,True
142075924,13,9,20,13,9,20,22,22,1,3,1,2,1,2,1,2,2016,False
178375033,13,22,27,13,22,27,35,36,2,4,1,2,1,2,0,1,2017,False
710019512,18,19,22,18,19,22,17,30,2,2,1,1,1,1,2,0,2018,False
569167202,30,26,30,30,26,30,33,44,3,5,2,2,2,4,1,3,2018,False
100669213,4,10,18,4,10,18,8,15,2,3,1,2,1,2,1,1,2018,False
347723054,8,11,18,8,11,18,6,26,1,3,1,1,2,2,1,1,2018,True
300938456,18,17,24,18,17,24,32,30,2,3,1,2,2,2,1,4,2018,False
290593093,7,14,19,7,14,19,8,15,1,3,1,2,1,2,0,2,2018,True
335802028,3,11,21,3,11,21,12,25,0,2,0,1,2,2,1,2,2017,False
681181917,7,12,19,7,12,19,20,29,2,2,1,1,1,1,1,2,2021,True
996596560,22,29,30,22,29,30,55,47,3,3,1,1,1,2,1,2,2020,False
428754876,14,16,19,14,16,19,30,34,2,3,1,1,2,2,2,2,2017,False
876639846,5,10,18,5,10,18,31,29,2,3,1,1,2,4,2,2,2020,False
988683995,16,21,26,16,21,26,59,35,3,4,1,2,1,2,2,2,2017,False
922125566,6,10,16,6,10,16,6,24,2,3,1,2,1,2,2,2,2020,True
765659502,5,10,16,5,10,16,17,27,2,2,1,2,2,3,1,2,2020,False
360378291,16,19,25,16,19,25,15,42,3,3,1,2,2,2,2,2,2020,False
708411924,7,16,22,7,16,22,15,32,2,2,1,2,1,1,2,2,2020,False
324410350,21,26,29,21,26,29,32,35,3,4,2,2,3,2,2,4,2016,False
659336409,9,12,17,9,12,17,8,27,2,2,1,1,2,2,1,0,2020,True
143220920,20,24,30,20,24,30,56,51,2,4,2,2,3,4,2,5,2020,False
636295220,6,7,24,6,7,24,35,24,1,3,1,3,1,3,1,2,2016,True
206660152,12,24,27,12,24,27,15,41,2,4,1,2,2,4,2,3,2020,False
724594256,2,8,20,2,8,20,18,27,2,2,1,2,1,2,2,2,2018,True
726252352,8,13,21,8,13,21,22,34,2,3,1,1,0,1,1,1,2018,False
716358973,4,9,11,4,9,11,13,12,0,3,1,2,0,1,0,2,2018,True
930331531,12,18,23,12,18,23,21,29,2,3,1,1,2,3,1,2,2018,False
251084195,17,22,27,17,22,27,53,48,3,5,2,2,1,2,2,3,2020,False
609570571,12,15,20,12,15,20,14,27,2,4,1,2,2,2,0,0,2020,False
741085993,10,13,24,10,13,24,16,30,1,2,1,1,1,2,2,2,2018,True
904726059,10,14,20,10,14,20,35,33,2,3,1,2,1,2,1,2,2018,False
246449912,9,10,20,9,10,20,24,27,2,2,1,2,1,2,2,1,2020,True
234573123,20,30,30,20,30,30,43,38,3,2,1,2,3,2,2,1,2017,False
926030210,15,15,18,15,15,18,23,43,2,3,1,2,2,3,2,2,2020,False
683350798,5,10,15,5,10,15,11,28,0,1,0,1,0,2,0,0,2018,False
111032758,3,9,19,3,9,19,24,32,3,2,2,1,1,1,1,2,2018,False
621779779,13,13,18,13,13,18,17,27,2,2,1,2,2,2,2,1,2020,False
881028581,20,23,29,20,23,29,50,54,2,2,1,1,2,2,2,1,2021,False
471887684,20,19,20,20,19,20,32,19,2,2,1,1,2,1,1,2,2021,False
643395326,10,12,21,10,12,21,17,40,1,2,1,1,1,1,1,2,2020,True
794000405,9,14,18,9,14,18,26,29,2,2,1,1,2,2,2,2,2016,False
141114552,13,14,23,13,14,23,26,30,2,2,1,2,2,2,2,3,2018,False
134519194,3,12,18,3,12,18,11,30,1,2,1,2,1,1,2,2,2021,False
222974691,8,17,18,8,17,18,22,33,1,4,1,2,1,2,1,2,2020,False
305788772,3,9,14,3,9,14,16,15,0,1,1,1,0,1,1,2,2021,True
274290292,7,14,18,7,14,18,6,22,1,3,1,0,0,2,2,1,2017,False
272527982,27,29,28,27,29,28,30,39,3,5,3,3,4,5,0,3,2018,False
333681672,16,16,30,16,16,30,27,34,2,4,2,2,1,2,2,2,2018,False
445571709,9,17,19,9,17,19,34,40,2,3,1,2,3,2,0,2,2021,False
975104727,12,21,26,12,21,26,42,48,2,3,1,2,1,2,1,2,2021,False
945158094,4,12,22,4,12,22,12,27,4,4,1,2,3,5,1,3,2018,False
631915600,1,8,16,1,8,16,4,11,0,1,0,0,0,1,0,0,2020,True
141841966,6,8,21,6,8,21,10,12,2,4,1,2,1,1,1,2,2020,False
635602009,8,11,22,8,11,22,15,36,2,3,2,2,1,4,2,2,2020,False
305947982,10,12,20,10,12,20,35,28,2,5,2,2,2,3,2,2,2017,False
978833127,15,17,22,15,17,22,13,28,2,3,1,2,0,3,1,2,2017,True
841647891,6,11,15,6,11,15,13,21,2,2,1,1,1,2,2,2,2018,True
972269447,7,6,17,7,6,17,7,21,2,3,1,1,0,2,0,2,2017,False
861680452,23,28,30,23,28,30,24,37,1,4,1,3,2,4,0,2,2016,False
560530104,3,14,19,3,14,19,5,12,2,3,1,2,1,3,1,2,2017,False
644454171,7,11,15,7,11,15,16,31,1,2,1,1,1,1,0,0,2018,False
954303110,12,15,28,12,15,28,16,32,3,2,1,0,1,2,0,0,2020,False
135492752,13,8,17,13,8,17,12,23,1,2,1,1,1,0,2,0,2021,True
831428810,14,14,23,14,14,23,40,36,3,4,1,2,2,3,2,3,2018,False
765527911,8,14,22,8,14,22,15,26,2,3,0,2,2,2,0,2,2017,False
648498504,4,10,18,4,10,18,17,17,1,1,1,2,1,2,0,2,2020,False
945424941,10,14,20,10,14,20,23,37,2,1,1,2,1,1,2,2,2020,False
845776053,9,13,22,9,13,22,37,27,2,3,1,2,1,2,1,2,2017,False
220510126,3,7,20,3,7,20,6,19,2,3,1,1,1,1,2,1,2021,True
254926278,17,26,25,17,26,25,8,37,2,2,0,0,0,2,1,2,2020,False
225798967,6,9,21,6,9,21,11,28,2,1,1,2,2,1,2,1,2018,True
465396102,3,5,16,3,5,16,11,19,2,3,1,1,1,2,0,1,2018,False
397918237,11,12,26,11,12,26,33,31,3,3,1,2,2,2,2,2,2021,False
676193618,4,7,19,4,7,19,6,2,1,1,1,1,1,1,1,1,2021,True
920770797,9,14,19,9,14,19,24,27,3,3,2,2,2,3,2,2,2017,True
661614076,12,17,23,12,17,23,27,48,2,3,1,2,1,3,1,1,2020,True
276184734,5,14,19,5,14,19,13,17,1,1,1,0,0,2,0,2,2017,True
614252778,8,19,22,8,19,22,10,35,0,4,1,2,1,3,0,2,2020,False
212317207,20,23,26,20,23,26,26,38,2,4,1,1,1,2,2,0,2017,False
142792433,8,10,19,8,10,19,21,24,2,3,1,2,2,3,0,2,2020,False
891323188,16,19,22,16,19,22,23,33,2,5,1,2,2,4,2,2,2017,False
196604777,10,14,21,10,14,21,28,31,4,5,2,2,2,5,1,2,2016,False
886067500,7,10,19,7,10,19,17,7,3,3,2,2,0,2,2,2,2018,True
227796239,8,10,18,8,10,18,9,26,2,3,1,2,1,1,1,2,2020,False
771590780,6,6,19,6,6,19,7,13,2,2,1,1,1,1,0,2,2021,False
923771266,9,10,20,9,10,20,31,27,1,2,1,2,0,0,2,1,2018,True
751198861,6,7,20,6,7,20,24,31,2,4,2,2,1,4,2,2,2021,False
981909218,14,18,23,14,18,23,18,30,2,3,1,2,0,2,0,0,2017,False
688556490,12,16,26,12,16,26,37,38,1,3,1,1,2,3,0,2,2018,False
364332144,3,16,19,3,16,19,10,22,1,3,1,2,1,2,2,1,2017,True
312784954,12,13,17,12,13,17,17,29,3,4,1,2,1,2,1,2,2020,False
364438101,7,13,16,7,13,16,4,26,1,2,0,1,1,2,1,0,2018,False
919116561,6,14,16,6,14,16,20,28,1,4,1,2,2,2,1,2,2018,True
120175490,13,19,18,13,19,18,43,32,2,3,1,2,1,2,1,1,2020,False
652342951,10,13,20,10,13,20,21,31,2,4,1,2,2,2,1,2,2018,False
762426801,10,15,20,10,15,20,26,23,1,2,0,1,0,2,2,2,2018,False
949541530,7,15,19,7,15,19,26,33,2,2,1,2,1,2,2,2,2018,False
498023415,9,16,23,9,16,23,12,29,2,3,2,2,1,4,2,3,2020,False
944045278,9,16,22,9,16,22,12,30,2,2,1,1,1,1,0,2,2020,True
552178173,5,16,20,5,16,20,29,30,1,3,1,2,1,2,1,2,2018,False
236225426,4,13,19,4,13,19,9,21,2,2,1,1,1,1,1,0,2016,False
219803487,9,15,29,9,15,29,24,30,1,2,1,1,2,3,2,1,2018,True
166653730,10,15,20,10,15,20,20,38,1,2,1,2,1,2,0,3,2018,False
759218550,17,19,25,17,19,25,44,37,4,5,2,4,2,5,2,2,2018,False
439804999,8,14,23,8,14,23,19,36,1,2,1,1,1,2,1,2,2020,False
850934997,6,9,17,6,9,17,3,2,1,2,1,1,1,1,1,2,2021,True
597641740,9,17,23,9,17,23,27,44,2,3,1,2,1,2,2,2,2020,False
522936464,12,19,19,12,19,19,16,32,1,3,1,2,0,2,0,1,2018,False
926366850,10,15,24,10,15,24,37,31,2,4,1,2,2,0,0,2,2016,False
631272167,12,13,20,12,13,20,17,38,2,2,1,2,2,3,2,2,2020,False
627241253,9,17,16,9,17,16,48,36,2,4,1,2,3,2,1,2,2018,False
341524438,7,13,19,7,13,19,8,17,2,2,1,1,1,2,2,0,2018,True
602698078,6,13,16,6,13,16,7,13,0,2,1,1,0,1,0,0,2017,True
246893005,13,16,25,13,16,25,41,34,2,4,2,3,2,4,2,2,2016,False
921948641,22,27,31,22,27,31,43,36,3,4,1,3,3,2,0,4,2018,False
635970827,4,7,15,4,7,15,16,16,1,3,0,1,0,1,0,2,2018,True
154465983,18,22,26,18,22,26,2,28,1,3,1,2,0,2,0,2,2018,False
968803954,6,13,17,6,13,17,22,35,2,2,1,1,2,2,0,2,2017,False
641982785,7,14,18,7,14,18,24,33,2,3,1,2,0,2,2,2,2018,False
521107284,5,7,19,5,7,19,22,27,2,2,1,2,2,2,2,2,2018,False
158203091,2,12,18,2,12,18,38,39,2,4,1,1,1,2,2,2,2018,False
182744167,3,10,17,3,10,17,6,12,1,4,1,2,2,4,2,2,2021,False
371955525,7,18,22,7,18,22,14,36,2,4,1,2,1,2,2,2,2020,True
571920008,18,22,28,18,22,28,31,26,4,4,1,2,1,4,2,2,2018,False
635204404,12,17,21,12,17,21,39,22,2,5,1,2,2,2,2,2,2020,False
957664101,22,28,31,22,28,31,47,39,2,4,2,2,1,2,2,2,2016,False
913304083,3,7,17,3,7,17,6,3,2,1,1,1,1,1,0,0,2018,True
263565380,12,17,23,12,17,23,44,29,2,3,1,1,2,2,0,1,2016,False
584900593,8,12,19,8,12,19,16,19,0,2,0,1,1,0,0,2,2017,True
629134236,13,12,15,13,12,15,17,18,2,0,1,2,1,1,2,2,2020,False
436916157,29,31,29,29,31,29,34,52,2,3,1,2,0,2,0,2,2020,False
260891688,8,11,21,8,11,21,17,29,1,2,1,1,1,3,0,2,2016,True
183700848,15,15,17,15,15,17,14,23,1,3,1,0,1,2,0,2,2020,True
284264777,1,15,18,1,15,18,12,28,1,2,1,1,1,1,2,0,2017,True
618325425,4,16,17,4,16,17,22,33,1,3,1,2,0,2,2,2,2017,False
957873977,4,8,23,4,8,23,10,39,1,3,1,2,0,2,0,2,2021,False
738296048,7,8,19,7,8,19,17,36,1,1,1,1,0,2,0,2,2018,True
175516981,16,17,23,16,17,23,18,45,1,2,1,2,0,2,1,1,2020,False
719626216,30,31,31,30,31,31,30,42,3,4,1,2,1,2,2,2,2020,False
554854659,12,16,24,12,16,24,27,31,1,3,1,2,2,3,0,2,2017,False
458682758,12,9,20,12,9,20,35,26,2,2,0,2,1,2,0,1,2018,True
406210398,8,9,18,8,9,18,32,43,2,2,1,2,1,2,1,2,2021,True
316056125,11,15,22,11,15,22,32,26,1,2,1,2,2,2,2,2,2016,False
424434170,9,14,21,9,14,21,20,31,3,4,2,2,2,4,2,1,2020,False
531379410,1,5,13,1,5,13,13,15,1,2,1,1,0,0,2,2,2016,True
851898166,17,21,29,17,21,29,39,27,2,2,2,2,3,4,1,2,2017,False
907410261,6,11,20,6,11,20,14,24,2,3,1,1,1,2,0,2,2020,False
712518832,8,13,17,8,13,17,20,26,2,2,1,2,2,3,2,2,2018,True
442095911,10,13,24,10,13,24,25,40,2,4,1,2,1,2,0,0,2016,False
806592682,3,7,16,3,7,16,9,24,1,3,0,2,1,2,1,1,2016,False
253957425,4,10,17,4,10,17,15,29,1,3,0,2,2,2,1,2,2017,False
688562431,10,10,17,10,10,17,27,34,2,4,1,2,0,4,1,4,2017,False
294730379,7,5,18,7,5,18,10,22,1,3,1,2,1,2,2,2,2016,False
116056119,9,9,18,9,9,18,22,33,2,3,1,1,1,2,2,2,2018,False
343731154,12,17,23,12,17,23,33,35,2,2,1,2,1,2,2,2,2021,False
103641840,10,15,18,10,15,18,20,31,1,4,1,2,2,4,2,2,2018,False
609325987,25,27,30,25,27,30,33,39,3,4,1,2,1,5,0,3,2020,False
724275127,3,16,22,3,16,22,6,19,2,2,0,1,0,2,0,2,2017,False
686142041,16,10,17,16,10,17,58,32,1,4,1,2,0,4,0,2,2016,False
847934264,16,23,29,16,23,29,52,41,2,4,1,3,1,3,2,2,2020,False
491176101,10,16,19,10,16,19,22,37,1,3,1,2,1,1,1,2,2018,False
472275995,5,12,19,5,12,19,27,25,1,3,1,1,1,1,0,0,2018,True
817619785,9,12,18,9,12,18,10,28,2,3,1,1,1,2,2,2,2020,True
292516368,2,9,17,2,9,17,10,17,2,2,1,1,1,2,1,0,2017,False
494914608,17,17,27,17,17,27,27,46,1,2,1,2,2,4,2,3,2021,False
371454823,4,9,14,4,9,14,7,19,0,2,1,1,0,2,2,2,2018,True
524979320,12,17,26,12,17,26,29,42,3,4,1,2,4,4,2,2,2020,False
354711289,11,13,22,11,13,22,23,39,2,3,1,2,3,4,2,2,2017,False
592439826,3,13,15,3,13,15,4,24,1,2,0,1,1,1,1,1,2018,True
859074860,3,9,16,3,9,16,6,16,1,2,1,2,0,1,1,2,2016,True
229853087,9,14,20,9,14,20,19,27,2,4,1,2,1,4,1,2,2020,False
934749297,16,15,26,16,15,26,37,27,1,4,1,1,2,2,2,2,2016,False
505810582,2,10,15,2,10,15,11,7,1,2,0,0,0,1,0,2,2017,True
329565115,10,12,19,10,12,19,32,42,2,3,1,1,2,2,0,2,2021,False
989875460,24,25,31,24,25,31,40,42,2,2,1,2,2,2,2,3,2017,False
519880219,15,18,18,15,18,18,13,47,1,3,1,2,0,1,2,1,2021,False
960455854,27,27,31,27,27,31,42,39,1,5,1,2,2,4,0,2,2016,False
585891154,12,20,25,12,20,25,19,41,2,4,2,2,2,2,2,2,2020,False
694572632,14,11,22,14,11,22,53,47,3,4,2,2,1,3,2,2,2021,False
351608691,16,15,23,16,15,23,19,35,1,2,2,2,2,1,2,2,2018,False
157415312,10,19,26,10,19,26,14,8,2,4,2,2,2,5,1,4,2021,False
759739632,6,11,19,6,11,19,18,19,1,1,0,1,0,1,1,1,2017,False
202170444,10,14,17,10,14,17,20,24,2,3,1,2,2,4,0,0,2021,False
