StudentID,TextLevel-01-SOY,TextLevel-01-MOY,TextLevel-01-EOY,TextLevel-02-SOY,TextLevel-02-MOY,TextLevel-02-EOY,WritingVocab-01-SOY,HRSIW-01-SOY,Counting-01,Counting-02,Place Value-01,Place Value-02,Addition and Subtraction-01,Addition and Subtraction-02,Multiplication and Division-01,Multiplication and Division-02,Kinder_Age,Gender,Disability_Non-disable,Disability_Cognitive,Disability_Physical,Disability_Sensory,Disability_SocialEmotional,NCCD-Funded,NumSibling,SiblingOrder,01.SES,02.SES,NumAbvYear9,NumAbvDiploma,NumProf,Year_02,At_Risk_Numeracy
760816771,3,0,7,8,12,15,3,4,0,2,1,1,0,1,1,1,4.720547945,1,0,1,0,0,0,0,5,3,89,89,2,1,0,2018,True
322366884,11,11,24,25,28,29,23,43,2,2,1,2,2,2,2,2,5.112328767,0,1,0,0,0,0,0,2,2,107,107,2,2,2,2020,True
856199467,8,11,18,19,22,28,18,17,1,2,1,2,2,2,1,2,5.868493151,0,1,0,0,0,0,0,3,1,114,114,2,0,2,2017,False
323885520,9,10,17,17,18,29,2,24,1,2,0,1,1,2,0,1,4.849315068,1,1,0,0,0,0,0,3,1,101,101,1,1,0,2017,True
432070895,6,11,18,23,21,29,27,24,2,5,1,2,2,4,2,4,5.0,1,1,0,0,0,0,0,5,3,94,94,0,0,0,2018,False
451611599,25,27,29,29,28,32,62,37,3,4,1,2,1,4,2,4,4.967123288,0,1,0,0,0,0,0,1,1,101,101,2,2,2,2017,False
463490555,8,17,25,23,23,28,42,46,2,2,2,1,2,2,1,2,5.945205479,0,1,0,0,0,0,0,2,1,99,94,2,0,2,2021,True
142075924,13,9,20,18,23,29,22,22,1,3,1,2,1,2,1,2,5.342465753,0,1,0,0,0,0,0,2,1,102,102,2,0,1,2016,False
178375033,13,22,27,30,33,29,35,36,2,4,1,2,1,2,0,1,5.263013699,0,1,0,0,0,0,0,2,1,101,101,2,2,2,2017,False
710019512,18,19,22,24,25,25,17,30,2,2,1,1,1,1,2,0,4.591780822,1,1,0,0,0,0,0,2,1,95,95,0,0,0,2018,False
569167202,30,26,30,29,26,28,33,44,3,5,2,2,2,4,1,3,5.246575342,0,1,0,0,0,0,0,6,4,95,95,2,2,1,2018,False
100669213,4,10,18,14,20,24,8,15,2,3,1,2,1,2,1,1,4.964383562,1,0,1,0,0,0,0,3,2,95,95,2,0,1,2018,False
347723054,8,11,18,18,23,25,6,26,1,3,1,1,2,2,1,1,5.961643836,0,0,1,0,0,0,0,3,3,108,108,2,2,2,2018,True
300938456,18,17,24,31,28,30,32,30,2,3,1,2,2,2,1,4,5.052054795,1,1,0,0,0,0,0,2,1,94,94,2,1,0,2018,False
290593093,7,14,19,17,20,24,8,15,1,3,1,2,1,2,0,2,5.101369863,0,1,0,0,0,0,0,3,1,95,95,1,0,0,2018,True
335802028,3,11,21,22,23,30,12,25,0,2,0,1,2,2,1,2,4.575342466,0,0,1,0,0,0,0,2,1,114,114,1,1,1,2017,False
681181917,7,12,19,18,22,27,20,29,2,2,1,1,1,1,1,2,5.178082192,1,1,0,0,0,0,0,1,1,120,109,1,1,0,2021,True
996596560,22,29,30,29,32,32,55,47,3,3,1,1,1,2,1,2,5.923287671,0,1,0,0,0,0,0,3,1,109,109,2,2,2,2020,False
428754876,14,16,19,22,25,29,30,34,2,3,1,1,2,2,2,2,5.652054795,0,1,0,0,0,0,0,2,1,97,97,1,1,0,2017,False
876639846,5,10,18,18,16,25,31,29,2,3,1,1,2,4,2,2,5.715068493,0,1,0,0,0,0,0,4,2,94,94,2,2,2,2020,False
988683995,16,21,26,25,29,29,59,35,3,4,1,2,1,2,2,2,5.665753425,0,1,0,0,0,0,0,3,2,117,117,2,2,2,2017,False
922125566,6,10,16,16,19,21,6,24,2,3,1,2,1,2,2,2,4.991780822,1,0,1,0,0,0,1,3,2,95,95,2,0,1,2020,True
765659502,5,10,16,20,23,29,17,27,2,2,1,2,2,3,1,2,5.4,1,1,0,0,0,0,0,2,1,98,98,2,1,2,2020,False
360378291,16,19,25,27,29,33,15,42,3,3,1,2,2,2,2,2,5.345205479,0,1,0,0,0,0,0,3,3,105,105,1,0,1,2020,False
708411924,7,16,22,19,21,25,15,32,2,2,1,2,1,1,2,2,5.049315068,1,1,0,0,0,0,0,2,1,103,103,2,1,1,2020,False
324410350,21,26,29,29,28,28,32,35,3,4,2,2,3,2,2,4,5.120547945,0,1,0,0,0,0,0,3,2,101,101,2,2,1,2016,False
659336409,9,12,17,15,19,22,8,27,2,2,1,1,2,2,1,0,4.912328767,0,0,1,0,0,0,1,3,2,99,99,2,1,1,2020,True
143220920,20,24,30,31,29,30,56,51,2,4,2,2,3,4,2,5,5.479452055,1,1,0,0,0,0,0,2,1,94,94,2,1,0,2020,False
636295220,6,7,24,18,23,28,35,24,1,3,1,3,1,3,1,2,5.342465753,0,1,0,0,0,0,0,3,2,114,114,1,1,1,2016,True
206660152,12,24,27,26,27,28,15,41,2,4,1,2,2,4,2,3,5.309589041,0,1,0,0,0,0,0,2,1,95,95,2,0,0,2020,False
724594256,2,8,20,22,23,29,18,27,2,2,1,2,1,2,2,2,4.980821918,1,1,0,0,0,0,0,5,3,88,88,0,0,0,2018,True
726252352,8,13,21,18,21,24,22,34,2,3,1,1,0,1,1,1,5.75890411,1,1,0,0,0,0,0,3,1,103,103,2,1,1,2018,False
716358973,4,9,11,11,19,28,13,12,0,3,1,2,0,1,0,2,5.471232877,0,1,0,0,0,0,0,2,1,93,93,1,1,1,2018,True
930331531,12,18,23,29,31,30,21,29,2,3,1,1,2,3,1,2,4.750684932,0,1,0,0,0,0,0,2,2,114,114,0,0,0,2018,False
251084195,17,22,27,30,30,31,53,48,3,5,2,2,1,2,2,3,5.654794521,0,1,0,0,0,0,0,2,1,109,109,2,1,1,2020,False
609570571,12,15,20,23,25,25,14,27,2,4,1,2,2,2,0,0,5.476712329,1,0,1,0,0,0,0,3,1,102,102,1,1,1,2020,False
741085993,10,13,24,21,29,31,16,30,1,2,1,1,1,2,2,2,5.010958904,0,1,0,0,0,0,0,2,2,108,108,2,0,2,2018,True
904726059,10,14,20,22,22,28,35,33,2,3,1,2,1,2,1,2,5.701369863,0,1,0,0,0,0,0,2,1,98,98,2,0,0,2018,False
246449912,9,10,20,14,17,28,24,27,2,2,1,2,1,2,2,1,5.257534247,0,1,0,0,0,0,0,2,1,105,105,2,1,0,2020,True
234573123,20,30,30,30,31,31,43,38,3,2,1,2,3,2,2,1,5.753424658,0,1,0,0,0,0,0,2,2,101,101,2,0,1,2017,False
926030210,15,15,18,19,18,27,23,43,2,3,1,2,2,3,2,2,5.408219178,0,1,0,0,0,0,0,3,3,104,104,1,1,1,2020,False
683350798,5,10,15,21,25,29,11,28,0,1,0,1,0,2,0,0,4.687671233,0,1,0,0,0,0,0,3,2,98,98,2,2,1,2018,False
111032758,3,9,19,19,22,28,24,32,3,2,2,1,1,1,1,2,5.432876712,1,1,0,0,0,0,0,3,3,97,97,1,1,1,2018,False
621779779,13,13,18,19,21,24,17,27,2,2,1,2,2,2,2,1,5.238356164,1,1,0,0,0,0,0,3,1,112,112,2,1,1,2020,False
881028581,20,23,29,29,31,28,50,54,2,2,1,1,2,2,2,1,4.989041096,0,1,0,0,0,0,0,2,1,104,98,2,2,2,2021,False
471887684,20,19,20,23,23,26,32,19,2,2,1,1,2,1,1,2,4.871232877,0,1,0,0,0,0,0,5,4,95,92,0,0,0,2021,False
643395326,10,12,21,20,19,22,17,40,1,2,1,1,1,1,1,2,5.221917808,1,0,1,0,0,0,0,2,2,97,97,2,1,0,2020,True
794000405,9,14,18,27,23,26,26,29,2,2,1,1,2,2,2,2,5.356164384,0,1,0,0,0,0,0,2,1,97,97,2,2,1,2016,False
141114552,13,14,23,21,26,30,26,30,2,2,1,2,2,2,2,3,5.194520548,0,1,0,0,0,0,0,2,2,114,114,0,0,0,2018,False
134519194,3,12,18,17,20,26,11,30,1,2,1,2,1,1,2,2,5.734246575,0,0,1,0,0,0,1,3,3,99,94,2,2,0,2021,False
222974691,8,17,18,23,23,25,22,33,1,4,1,2,1,2,1,2,5.517808219,0,1,0,0,0,0,0,4,4,94,94,2,0,0,2020,False
305788772,3,9,14,18,20,21,16,15,0,1,1,1,0,1,1,2,5.964383562,0,0,1,0,0,0,0,5,4,94,91,1,1,0,2021,True
274290292,7,14,18,17,17,24,6,22,1,3,1,0,0,2,2,1,5.490410959,1,1,0,0,0,0,0,4,4,98,98,2,0,0,2017,False
272527982,27,29,28,30,29,33,30,39,3,5,3,3,4,5,0,3,6.153424658,1,1,0,0,0,0,0,1,1,114,114,2,2,1,2018,False
333681672,16,16,30,29,30,31,27,34,2,4,2,2,1,2,2,2,5.539726027,0,1,0,0,0,0,0,3,2,114,114,1,0,0,2018,False
445571709,9,17,19,23,24,28,34,40,2,3,1,2,3,2,0,2,4.852054795,1,1,0,0,0,0,0,2,1,113,105,2,2,2,2021,False
975104727,12,21,26,31,25,31,42,48,2,3,1,2,1,2,1,2,5.202739726,0,0,1,0,0,0,1,2,1,99,94,0,0,0,2021,False
945158094,4,12,22,24,25,28,12,27,4,4,1,2,3,5,1,3,5.542465753,0,1,0,0,0,0,0,2,2,97,97,1,0,0,2018,False
631915600,1,8,16,14,15,19,4,11,0,1,0,0,0,1,0,0,5.180821918,1,0,1,0,0,0,0,2,2,97,97,0,0,0,2020,True
141841966,6,8,21,15,18,23,10,12,2,4,1,2,1,1,1,2,5.112328767,1,0,1,0,0,0,1,3,2,99,99,2,1,1,2020,False
635602009,8,11,22,19,23,31,15,36,2,3,2,2,1,4,2,2,5.178082192,1,1,0,0,0,0,0,3,2,99,99,2,0,0,2020,False
305947982,10,12,20,21,24,29,35,28,2,5,2,2,2,3,2,2,5.145205479,1,1,0,0,0,0,0,4,2,114,114,2,1,0,2017,False
978833127,15,17,22,24,28,31,13,28,2,3,1,2,0,3,1,2,5.652054795,1,0,1,0,0,0,0,2,2,99,99,1,0,1,2017,True
841647891,6,11,15,13,21,27,13,21,2,2,1,1,1,2,2,2,4.956164384,0,0,1,0,0,0,0,3,2,98,98,0,0,0,2018,True
972269447,7,6,17,15,19,23,7,21,2,3,1,1,0,2,0,2,5.153424658,0,1,0,0,0,0,0,2,2,97,97,0,0,0,2017,False
861680452,23,28,30,29,32,29,24,37,1,4,1,3,2,4,0,2,5.435616438,1,1,0,0,0,0,0,1,1,101,101,2,0,1,2016,False
560530104,3,14,19,16,19,21,5,12,2,3,1,2,1,3,1,2,5.621917808,0,1,0,0,0,0,0,6,4,95,95,2,0,0,2017,False
644454171,7,11,15,20,22,27,16,31,1,2,1,1,1,1,0,0,4.84109589,1,1,0,0,0,0,0,3,2,97,97,2,1,2,2018,False
954303110,12,15,28,24,23,28,16,32,3,2,1,0,1,2,0,0,4.638356164,1,1,0,0,0,0,0,2,1,97,99,1,1,0,2020,False
135492752,13,8,17,18,17,22,12,23,1,2,1,1,1,0,2,0,5.147945205,0,1,0,0,0,0,0,3,2,104,98,1,1,0,2021,True
831428810,14,14,23,22,25,28,40,36,3,4,1,2,2,3,2,3,5.353424658,1,1,0,0,0,0,0,2,2,120,120,2,2,2,2018,False
765527911,8,14,22,23,23,25,15,26,2,3,0,2,2,2,0,2,5.298630137,1,1,0,0,0,0,0,1,1,104,104,0,0,0,2017,False
648498504,4,10,18,18,23,25,17,17,1,1,1,2,1,2,0,2,5.290410959,1,0,1,0,0,0,0,3,3,112,112,2,1,2,2020,False
945424941,10,14,20,18,21,26,23,37,2,1,1,2,1,1,2,2,5.534246575,0,1,0,0,0,0,0,4,3,105,105,2,0,0,2020,False
845776053,9,13,22,21,22,26,37,27,2,3,1,2,1,2,1,2,5.734246575,0,1,0,0,0,0,0,2,2,120,120,2,0,2,2017,False
220510126,3,7,20,21,23,27,6,19,2,3,1,1,1,1,2,1,4.767123288,1,0,1,0,0,0,0,2,1,104,98,2,2,1,2021,True
254926278,17,26,25,28,30,29,8,37,2,2,0,0,0,2,1,2,4.895890411,0,1,0,0,0,0,0,2,1,109,109,2,1,0,2020,False
225798967,6,9,21,19,22,27,11,28,2,1,1,2,2,1,2,1,4.991780822,1,1,0,0,0,0,0,4,4,94,94,1,1,1,2018,True
465396102,3,5,16,19,19,22,11,19,2,3,1,1,1,2,0,1,5.115068493,1,0,1,0,0,0,1,1,1,95,95,2,1,1,2018,False
397918237,11,12,26,25,27,29,33,31,3,3,1,2,2,2,2,2,5.252054795,0,0,1,0,0,0,0,2,2,117,108,2,1,2,2021,False
676193618,4,7,19,17,18,22,6,2,1,1,1,1,1,1,1,1,4.868493151,0,1,0,0,0,0,0,1,1,120,109,2,2,2,2021,True
920770797,9,14,19,23,28,29,24,27,3,3,2,2,2,3,2,2,5.879452055,1,1,0,0,0,0,0,4,3,115,115,2,1,0,2017,True
661614076,12,17,23,25,29,30,27,48,2,3,1,2,1,3,1,1,5.487671233,1,1,0,0,0,0,0,4,4,105,105,1,1,1,2020,True
276184734,5,14,19,22,20,24,13,17,1,1,1,0,0,2,0,2,5.290410959,1,0,1,0,0,0,0,1,1,104,104,0,0,0,2017,True
614252778,8,19,22,18,23,24,10,35,0,4,1,2,1,3,0,2,5.616438356,0,0,1,0,0,0,0,4,3,116,116,2,2,1,2020,False
212317207,20,23,26,24,24,29,26,38,2,4,1,1,1,2,2,0,5.221917808,1,1,0,0,0,0,0,2,2,103,103,0,0,0,2017,False
142792433,8,10,19,18,19,22,21,24,2,3,1,2,2,3,0,2,4.810958904,1,1,0,0,0,0,0,3,3,112,112,2,0,0,2020,False
891323188,16,19,22,21,28,30,23,33,2,5,1,2,2,4,2,2,5.684931507,1,1,0,0,0,0,0,3,1,98,98,2,2,2,2017,False
196604777,10,14,21,21,25,25,28,31,4,5,2,2,2,5,1,2,5.15890411,1,1,0,0,0,0,0,2,2,120,120,2,1,2,2016,False
886067500,7,10,19,17,23,24,17,7,3,3,2,2,0,2,2,2,5.624657534,1,0,1,0,0,0,1,4,4,95,95,1,1,1,2018,True
227796239,8,10,18,18,26,30,9,26,2,3,1,2,1,1,1,2,5.547945205,0,0,1,0,0,0,0,2,2,103,103,2,1,1,2020,False
771590780,6,6,19,18,19,23,7,13,2,2,1,1,1,1,0,2,4.98630137,1,1,0,0,0,0,0,3,2,95,95,1,0,0,2021,False
923771266,9,10,20,17,20,24,31,27,1,2,1,2,0,0,2,1,6.035616438,1,0,1,0,0,0,1,2,2,103,103,2,0,0,2018,True
751198861,6,7,20,21,29,29,24,31,2,4,2,2,1,4,2,2,5.153424658,1,0,1,0,0,0,0,3,3,102,97,2,2,1,2021,False
981909218,14,18,23,26,24,29,18,30,2,3,1,2,0,2,0,0,5.057534247,0,1,0,0,0,0,0,1,1,97,97,1,0,0,2017,False
688556490,12,16,26,28,31,30,37,38,1,3,1,1,2,3,0,2,5.58630137,1,1,0,0,0,0,0,3,1,116,116,2,0,2,2018,False
364332144,3,16,19,19,18,23,10,22,1,3,1,2,1,2,2,1,5.260273973,1,1,0,0,0,0,0,2,2,98,98,0,0,0,2017,True
312784954,12,13,17,20,27,31,17,29,3,4,1,2,1,2,1,2,5.64109589,0,1,0,0,0,0,0,2,1,95,95,2,1,2,2020,False
364438101,7,13,16,13,18,26,4,26,1,2,0,1,1,2,1,0,5.191780822,0,1,0,0,0,0,0,2,1,95,93,2,1,1,2018,False
919116561,6,14,16,18,17,22,20,28,1,4,1,2,2,2,1,2,5.145205479,1,1,0,0,0,0,0,1,1,120,120,2,0,1,2018,True
120175490,13,19,18,23,26,26,43,32,2,3,1,2,1,2,1,1,5.487671233,0,1,0,0,0,0,0,3,1,94,94,2,0,1,2020,False
652342951,10,13,20,17,23,30,21,31,2,4,1,2,2,2,1,2,5.030136986,0,1,0,0,0,0,0,2,2,110,110,2,2,2,2018,False
762426801,10,15,20,19,18,23,26,23,1,2,0,1,0,2,2,2,5.265753425,0,0,1,0,0,0,0,3,3,95,95,2,0,0,2018,False
949541530,7,15,19,17,23,29,26,33,2,2,1,2,1,2,2,2,5.602739726,0,1,0,0,0,0,0,1,1,97,97,2,0,0,2018,False
498023415,9,16,23,26,28,30,12,29,2,3,2,2,1,4,2,3,5.528767123,1,1,0,0,0,0,0,2,2,101,101,0,0,0,2020,False
944045278,9,16,22,23,19,24,12,30,2,2,1,1,1,1,0,2,5.482191781,0,0,1,0,0,0,0,4,4,97,97,2,1,2,2020,True
552178173,5,16,20,26,27,31,29,30,1,3,1,2,1,2,1,2,5.6,0,1,0,0,0,0,0,2,2,116,116,2,2,1,2018,False
236225426,4,13,19,15,21,23,9,21,2,2,1,1,1,1,1,0,5.01369863,1,0,1,0,0,0,0,2,2,103,103,0,0,0,2016,False
219803487,9,15,29,28,31,32,24,30,1,2,1,1,2,3,2,1,4.983561644,0,1,0,0,0,0,0,2,1,114,114,2,0,0,2018,True
166653730,10,15,20,20,24,26,20,38,1,2,1,2,1,2,0,3,5.736986301,0,0,0,0,0,1,1,3,1,95,95,1,0,0,2018,False
759218550,17,19,25,25,24,27,44,37,4,5,2,4,2,5,2,2,5.394520548,1,1,0,0,0,0,0,2,1,120,120,2,2,2,2018,False
439804999,8,14,23,19,22,25,19,36,1,2,1,1,1,2,1,2,5.038356164,1,0,1,0,0,0,0,4,3,115,115,2,1,2,2020,False
850934997,6,9,17,15,21,22,3,2,1,2,1,1,1,1,1,2,4.504109589,1,0,1,0,0,0,0,3,3,92,87,2,1,0,2021,True
597641740,9,17,23,22,21,27,27,44,2,3,1,2,1,2,2,2,5.430136986,0,1,0,0,0,0,0,2,1,94,94,2,2,0,2020,False
522936464,12,19,19,18,23,25,16,32,1,3,1,2,0,2,0,1,4.701369863,1,1,0,0,0,0,0,2,2,95,95,2,2,0,2018,False
926366850,10,15,24,20,23,28,37,31,2,4,1,2,2,0,0,2,5.545205479,0,1,0,0,0,0,0,2,2,102,102,2,0,0,2016,False
631272167,12,13,20,23,23,29,17,38,2,2,1,2,2,3,2,2,4.852054795,0,1,0,0,0,0,0,2,2,108,108,2,0,0,2020,False
627241253,9,17,16,18,22,28,48,36,2,4,1,2,3,2,1,2,5.397260274,1,1,0,0,0,0,0,3,3,95,95,1,1,0,2018,False
341524438,7,13,19,18,22,29,8,17,2,2,1,1,1,2,2,0,5.723287671,0,1,0,0,0,0,0,2,2,95,95,2,2,2,2018,True
602698078,6,13,16,11,17,29,7,13,0,2,1,1,0,1,0,0,4.668493151,0,0,1,0,0,0,0,2,1,116,116,2,2,2,2017,True
246893005,13,16,25,30,29,30,41,34,2,4,2,3,2,4,2,2,5.169863014,1,1,0,0,0,0,0,1,1,114,114,0,0,0,2016,False
921948641,22,27,31,32,31,30,43,36,3,4,1,3,3,2,0,4,5.717808219,1,1,0,0,0,0,0,2,1,114,114,2,0,0,2018,False
635970827,4,7,15,17,17,25,16,16,1,3,0,1,0,1,0,2,5.049315068,1,0,1,0,0,0,0,3,2,92,92,2,2,0,2018,True
154465983,18,22,26,29,29,31,2,28,1,3,1,2,0,2,0,2,5.347945205,1,0,0,0,0,1,1,4,1,114,114,2,2,2,2018,False
968803954,6,13,17,19,22,26,22,35,2,2,1,1,2,2,0,2,5.536986301,0,1,0,0,0,0,0,2,2,97,97,1,0,0,2017,False
641982785,7,14,18,17,25,25,24,33,2,3,1,2,0,2,2,2,5.21369863,1,0,1,0,0,0,0,2,1,115,115,2,0,1,2018,False
521107284,5,7,19,15,19,27,22,27,2,2,1,2,2,2,2,2,5.454794521,0,1,0,0,0,0,1,2,2,103,103,1,1,1,2018,False
158203091,2,12,18,19,22,27,38,39,2,4,1,1,1,2,2,2,5.353424658,0,1,0,0,0,0,0,6,4,95,95,0,0,0,2018,False
182744167,3,10,17,17,19,22,6,12,1,4,1,2,2,4,2,2,5.328767123,1,1,0,0,0,0,0,3,2,115,104,1,0,1,2021,False
371955525,7,18,22,18,25,27,14,36,2,4,1,2,1,2,2,2,5.273972603,1,0,1,0,0,0,1,4,2,95,95,2,1,0,2020,True
571920008,18,22,28,26,27,30,31,26,4,4,1,2,1,4,2,2,5.649315068,1,0,0,0,0,1,1,2,1,95,95,2,1,1,2018,False
635204404,12,17,21,25,27,28,39,22,2,5,1,2,2,2,2,2,5.794520548,1,0,1,0,0,0,0,3,2,102,102,2,1,0,2020,False
957664101,22,28,31,29,30,29,47,39,2,4,2,2,1,2,2,2,5.282191781,0,1,0,0,0,0,0,4,1,101,101,2,0,0,2016,False
913304083,3,7,17,18,19,29,6,3,2,1,1,1,1,1,0,0,5.873972603,1,1,0,0,0,0,0,3,1,88,88,1,0,0,2018,True
263565380,12,17,23,21,25,31,44,29,2,3,1,1,2,2,0,1,5.276712329,0,1,0,0,0,0,0,2,2,103,103,2,2,2,2016,False
584900593,8,12,19,17,19,22,16,19,0,2,0,1,1,0,0,2,4.739726027,0,0,1,0,0,0,0,2,1,95,95,0,0,0,2017,True
629134236,13,12,15,20,24,26,17,18,2,0,1,2,1,1,2,2,5.838356164,1,0,1,0,0,0,0,3,3,103,103,2,1,2,2020,False
436916157,29,32,29,28,29,31,34,52,2,3,1,2,0,2,0,2,5.712328767,1,1,0,0,0,0,0,2,1,105,105,2,0,1,2020,False
260891688,8,11,21,20,22,27,17,29,1,2,1,1,1,3,0,2,4.745205479,0,1,0,0,0,0,0,3,1,102,102,2,0,1,2016,True
183700848,15,15,17,17,20,29,14,23,1,3,1,0,1,2,0,2,5.147945205,0,1,0,0,0,0,0,2,2,94,94,1,0,0,2020,True
284264777,1,15,18,15,21,27,12,28,1,2,1,1,1,1,2,0,5.068493151,0,1,0,0,0,0,0,2,2,96,96,2,1,1,2017,True
618325425,4,16,17,17,20,25,22,33,1,3,1,2,0,2,2,2,5.178082192,1,1,0,0,0,0,0,4,2,114,114,2,0,1,2017,False
957873977,4,8,23,26,28,30,10,39,1,3,1,2,0,2,0,2,4.57260274,1,1,0,0,0,0,0,4,4,95,94,2,0,0,2021,False
738296048,7,8,19,11,18,24,17,36,1,1,1,1,0,2,0,2,4.898630137,1,1,0,0,0,0,0,2,1,103,103,0,0,0,2018,True
175516981,16,17,23,26,27,31,18,45,1,2,1,2,0,2,1,1,5.602739726,0,1,0,0,0,0,0,2,2,105,105,2,0,0,2020,False
719626216,30,32,32,31,29,30,30,42,3,4,1,2,1,2,2,2,5.035616438,1,1,0,0,0,0,0,2,2,113,113,2,2,2,2020,False
554854659,12,16,24,26,25,31,27,31,1,3,1,2,2,3,0,2,5.331506849,0,1,0,0,0,0,0,2,1,97,97,1,0,0,2017,False
458682758,12,9,20,15,17,25,35,26,2,2,0,2,1,2,0,1,5.243835616,1,0,0,0,0,1,1,2,2,94,94,0,0,0,2018,True
406210398,8,9,18,16,19,22,32,43,2,2,1,2,1,2,1,2,5.457534247,0,0,0,0,0,1,1,2,2,95,95,2,0,0,2021,True
316056125,11,15,22,23,30,29,32,26,1,2,1,2,2,2,2,2,5.347945205,1,1,0,0,0,0,0,2,1,98,98,2,0,1,2016,False
424434170,9,14,21,19,23,28,20,31,3,4,2,2,2,4,2,1,5.002739726,0,1,0,0,0,0,0,1,1,104,104,2,2,0,2020,False
531379410,1,5,13,16,16,20,13,15,1,2,1,1,0,0,2,2,5.504109589,0,1,0,0,0,0,0,2,2,114,114,0,0,0,2016,True
851898166,17,21,29,27,28,30,39,27,2,2,2,2,3,4,1,2,5.210958904,1,1,0,0,0,0,0,3,2,114,114,2,2,2,2017,False
907410261,6,11,20,24,25,30,14,24,2,3,1,1,1,2,0,2,5.728767123,1,1,0,0,0,0,0,3,3,78,78,2,0,0,2020,False
712518832,8,13,17,15,18,24,20,26,2,2,1,2,2,3,2,2,5.295890411,0,0,1,0,0,0,1,2,1,88,88,1,1,1,2018,True
442095911,10,13,24,28,28,29,25,40,2,4,1,2,1,2,0,0,4.945205479,1,1,0,0,0,0,0,2,1,101,101,2,0,0,2016,False
806592682,3,7,16,19,20,22,9,24,1,3,0,2,1,2,1,1,4.956164384,1,0,0,0,0,1,0,3,1,101,101,2,0,0,2016,False
253957425,4,10,17,17,18,24,15,29,1,3,0,2,2,2,1,2,5.794520548,1,1,0,0,0,0,0,2,2,120,120,0,0,0,2017,False
688562431,10,10,17,22,22,27,27,34,2,4,1,2,0,4,1,4,5.712328767,1,1,0,0,0,0,0,2,2,103,103,2,0,1,2017,False
294730379,7,5,18,21,22,25,10,22,1,3,1,2,1,2,2,2,4.810958904,0,1,0,0,0,0,0,1,1,120,120,0,0,0,2016,False
116056119,9,9,18,19,21,23,22,33,2,3,1,1,1,2,2,2,5.578082192,0,0,1,0,0,0,1,2,1,95,95,2,2,0,2018,False
343731154,12,17,23,26,29,29,33,35,2,2,1,2,1,2,2,2,5.539726027,0,1,0,0,0,0,0,2,2,104,98,2,2,2,2021,False
103641840,10,15,18,20,22,26,20,31,1,4,1,2,2,4,2,2,5.835616438,1,0,1,0,0,0,0,2,1,95,95,1,0,0,2018,False
609325987,25,27,30,24,28,30,33,39,3,4,1,2,1,5,0,3,4.846575342,0,1,0,0,0,0,0,1,1,113,113,2,2,2,2020,False
724275127,3,16,22,24,27,29,6,19,2,2,0,1,0,2,0,2,4.852054795,0,1,0,0,0,0,0,2,2,93,93,1,0,0,2017,False
686142041,16,10,17,22,25,27,58,32,1,4,1,2,0,4,0,2,5.876712329,1,1,0,0,0,0,0,3,2,120,120,2,0,0,2016,False
847934264,16,23,29,31,30,30,52,41,2,4,1,3,1,3,2,2,5.273972603,0,1,0,0,0,0,0,3,2,95,95,2,1,2,2020,False
491176101,10,16,19,21,21,30,22,37,1,3,1,2,1,1,1,2,5.254794521,1,1,0,0,0,0,0,2,2,92,92,2,2,1,2018,False
472275995,5,12,19,26,30,31,27,25,1,3,1,1,1,1,0,0,5.375342466,1,1,0,0,0,0,0,2,2,114,114,2,1,1,2018,True
817619785,9,12,18,19,22,23,10,28,2,3,1,1,1,2,2,2,5.731506849,1,1,0,0,0,0,0,4,4,97,97,2,2,2,2020,True
292516368,2,9,17,14,18,23,10,17,2,2,1,1,1,2,1,0,5.473972603,0,1,0,0,0,0,0,1,1,88,88,0,0,0,2017,False
494914608,17,17,27,28,32,29,27,46,1,2,1,2,2,4,2,3,5.35890411,1,0,0,1,0,0,0,2,1,91,89,2,0,2,2021,False
371454823,4,9,14,12,23,27,7,19,0,2,1,1,0,2,2,2,5.654794521,0,0,1,0,0,0,0,4,4,97,97,2,0,0,2018,True
524979320,12,17,26,25,27,29,29,42,3,4,1,2,4,4,2,2,4.553424658,0,1,0,0,0,0,0,1,1,94,94,2,2,2,2020,False
354711289,11,13,22,18,21,28,23,39,2,3,1,2,3,4,2,2,5.589041096,0,1,0,0,0,0,0,2,2,120,120,2,0,1,2017,False
592439826,3,13,15,10,17,21,4,24,1,2,0,1,1,1,1,1,4.947945205,0,0,1,0,0,0,1,4,3,95,95,0,0,0,2018,True
859074860,3,9,16,17,20,19,6,16,1,2,1,2,0,1,1,2,4.602739726,1,0,1,0,0,0,1,5,4,97,97,0,0,0,2016,True
229853087,9,14,20,18,23,28,19,27,2,4,1,2,1,4,1,2,4.82739726,0,1,0,0,0,0,0,2,1,95,95,2,0,0,2020,False
934749297,16,15,26,27,26,31,37,27,1,4,1,1,2,2,2,2,5.536986301,0,1,0,0,0,0,0,2,2,114,114,2,2,2,2016,False
505810582,2,10,15,12,15,16,11,7,1,2,0,0,0,1,0,2,5.060273973,0,0,1,0,0,0,0,3,3,95,95,2,2,0,2017,True
329565115,10,12,19,20,28,29,32,42,2,3,1,1,2,2,0,2,5.15890411,1,1,0,0,0,0,0,2,2,104,98,2,2,0,2021,False
989875460,24,25,31,23,29,31,40,42,2,2,1,2,2,2,2,3,4.884931507,0,1,0,0,0,0,0,2,1,97,97,2,0,1,2017,False
